time,data1,data2,valid
0.027321,217,63,1
0.027421,56,123,1
0.027422,76,161,1
0.027522,29,178,1
0.027523,188,88,1
0.027524,33,80,1
0.027526,202,120,1
0.027527,107,22,1
0.027528,45,207,1
0.027530,222,42,1
0.027531,211,56,1
0.027532,14,128,1
0.027533,5,106,1
0.027534,5,77,1
0.027535,155,16,1
0.027536,132,22,1
0.027537,98,152,1
0.027538,215,203,1
0.027539,108,156,1
0.027540,189,59,1
0.027541,114,1,1
0.027542,193,4,1
0.027544,148,9,1
0.027545,238,248,1
0.027546,214,213,1
0.027547,161,47,1
0.027548,213,38,1
0.027549,145,159,1
0.027550,103,45,1
0.027551,173,220,1
0.027652,175,99,1
0.027653,239,211,1
0.027654,185,225,1
0.027655,161,161,1
0.027656,77,149,1
0.027657,83,27,1
0.027658,88,13,1
0.027659,20,176,1
0.027760,186,251,1
0.027761,93,11,1
0.027762,225,158,1
0.027764,107,81,1
0.027764,190,13,1
0.027765,83,254,1
0.027766,226,213,0
0.027866,22,48,0
0.027966,214,162,0
0.027968,203,118,0
0.027969,167,199,0
0.027970,118,25,0
0.027971,203,118,0
0.027972,44,54,0
0.027974,95,191,0
0.027975,250,0,0
0.027976,7,230,0
0.027977,202,149,0
0.027979,61,226,0
0.027980,73,119,1
0.027981,245,17,1
0.028081,230,87,1
0.028181,188,12,1
0.028182,106,246,1
0.028183,120,2,1
0.028184,29,228,1
0.028186,92,66,1
0.028187,155,6,1
0.028188,201,34,1
0.028189,234,55,1
0.028191,19,156,1
0.028191,245,36,1
0.028192,4,74,1
0.028193,226,167,1
0.028194,94,91,1
0.028194,54,19,1
0.028196,238,21,1
0.028197,127,188,1
0.028198,0,55,1
0.028199,83,139,1
0.028200,222,226,1
0.028202,74,45,1
0.028202,48,68,1
0.028204,213,87,1
0.028204,52,160,1
0.028206,48,225,1
0.028207,149,50,1
0.028209,138,60,1
0.028210,160,233,1
0.028211,58,151,1
0.028212,89,42,1
0.028213,56,214,1
0.028214,180,21,1
0.028215,119,189,1
0.028215,211,129,1
0.028216,228,104,1
0.028217,143,205,1
0.028317,166,212,1
0.028319,214,51,1
0.028320,57,79,1
0.028321,250,20,1
0.028322,64,47,1
0.028323,49,120,1
0.028324,26,225,1
0.028325,125,90,0
0.028327,69,69,0
0.028328,155,201,0
0.028329,152,246,0
0.028330,59,56,0
0.028332,89,63,0
0.028432,120,173,0
0.028532,170,222,0
0.028533,222,193,0
0.028534,62,209,1
0.028535,76,177,1
0.028536,129,163,1
0.028537,231,89,1
0.028638,85,196,1
0.028639,134,245,1
0.028639,240,211,1
0.028640,234,164,1
0.028641,22,249,1
0.028642,7,33,1
0.028644,59,215,1
0.028645,161,107,1
0.028745,88,117,1
0.028747,187,72,1
0.028748,21,101,1
0.028749,229,38,1
0.028750,46,83,1
0.028751,58,153,1
0.028752,172,17,1
0.028753,7,63,1
0.028754,225,38,1
0.028755,241,161,0
0.028756,219,80,0
0.028757,219,99,0
0.028759,212,85,0
0.028760,63,115,0
0.028761,164,172,0
0.028762,25,91,0
0.028763,155,12,0
0.028765,101,156,0
0.028766,44,70,0
0.028767,174,192,0
0.028769,52,21,0
0.028770,228,46,0
0.028771,17,66,1
0.028772,120,128,1
0.028773,243,22,1
0.028774,24,185,1
0.028776,129,255,1
0.028777,125,199,1
0.028878,162,183,1
0.028879,85,102,1
0.028979,177,62,1
0.028980,217,79,1
0.028982,40,156,1
0.028982,252,182,1
0.029083,29,195,1
0.029083,250,190,1
0.029084,200,141,1
0.029086,236,5,1
0.029087,168,150,1
0.029088,1,6,1
0.029089,166,32,1
0.029090,69,164,1
0.029191,144,46,1
0.029291,128,230,1
0.029292,145,26,1
0.029293,74,197,1
0.029294,208,185,1
0.029295,186,235,1
0.029395,137,146,1
0.029396,8,186,1
0.029397,232,18,1
0.029398,251,79,1
0.029400,0,225,1
0.029400,142,187,1
0.029401,6,49,1
0.029403,82,3,1
0.029404,183,105,1
0.029504,0,24,1
0.029505,194,229,1
0.029507,215,87,1
0.029508,153,28,1
0.029509,74,252,1
0.029510,2,253,1
0.029511,122,222,1
0.029611,11,253,1
0.029613,130,26,1
0.029613,96,94,1
0.029615,168,146,1
0.029616,94,199,1
0.029617,186,152,1
0.029618,149,82,1
0.029620,65,181,1
0.029621,193,131,1
0.029622,242,226,1
0.029623,96,134,1
0.029625,162,244,1
0.029626,140,83,1
0.029726,233,237,1
0.029827,96,183,1
0.029827,187,183,0
0.029829,243,41,0
0.029830,233,145,0
0.029831,63,79,0
0.029832,211,25,0
0.029833,20,215,0
0.029834,212,165,0
0.029935,193,42,0
0.029935,31,189,0
0.029936,58,145,0
0.029937,192,106,0
0.029938,254,149,1
0.029940,39,215,1
0.029941,145,149,1
0.029942,19,134,1
0.029943,49,196,1
0.029944,230,101,1
0.030044,216,165,1
0.030045,133,102,1
0.030046,150,238,1
0.030146,182,240,1
0.030148,219,81,1
0.030149,65,156,1
0.030150,181,189,1
0.030151,4,203,1
0.030152,48,183,1
0.030153,77,128,1
0.030155,118,245,1
0.030156,25,81,1
0.030157,142,80,1
0.030158,238,126,1
0.030160,103,24,1
0.030161,83,163,1
0.030162,185,29,1
0.030163,127,152,1
0.030164,204,162,1
0.030165,86,114,1
0.030265,31,107,1
0.030266,94,122,1
0.030267,74,41,1
0.030268,11,179,1
0.030269,148,74,1
0.030269,253,252,1
0.030370,170,178,1
0.030371,151,143,1
0.030372,85,3,1
0.030373,14,173,1
0.030375,125,182,1
0.030376,17,28,1
0.030378,214,154,1
0.030378,178,8,1
0.030380,169,3,1
0.030381,170,121,1
0.030381,103,93,1
0.030383,253,173,1
0.030384,208,219,1
0.030385,104,187,1
0.030386,112,0,1
0.030387,6,105,1
0.030388,46,92,1
0.030389,140,79,1
0.030390,192,122,1
0.030391,66,159,1
0.030392,152,126,1
0.030393,87,17,1
0.030394,157,210,1
0.030395,79,117,1
0.030495,74,175,1
0.030495,215,239,1
0.030497,88,231,1
0.030498,43,115,1
0.030598,122,232,1
0.030599,105,27,1
0.030600,37,141,1
0.030601,65,173,1
0.030701,3,108,1
0.030702,100,238,1
0.030704,167,179,1
0.030705,37,71,1
0.030707,125,53,1
0.030708,158,96,1
0.030709,149,21,1
0.030710,103,200,1
0.030711,121,14,1
0.030712,91,227,1
0.030812,155,194,1
0.030813,43,191,1
0.030815,162,206,1
0.030816,68,113,1
0.030818,139,248,1
0.030819,12,186,1
0.030820,142,147,1
0.030820,4,141,1
0.030821,13,155,1
0.030822,114,82,1
0.030823,159,3,1
0.030824,212,185,1
0.030825,14,39,1
0.030826,73,211,1
0.030827,241,147,1
0.030828,27,61,1
0.030928,29,239,1
0.031028,10,136,1
0.031029,85,52,1
0.031030,129,240,1
0.031031,19,44,1
0.031032,238,107,1
0.031032,47,241,1
0.031034,37,64,0
0.031035,255,207,0
0.031036,255,134,0
0.031037,82,218,0
0.031038,32,83,0
0.031039,104,140,0
0.031040,190,224,0
0.031041,98,209,0
0.031042,222,71,0
0.031043,8,194,0
0.031044,153,76,0
0.031045,85,232,0
0.031146,126,46,0
0.031146,12,3,0
0.031148,136,225,0
0.031149,66,120,0
0.031150,206,82,1
0.031250,209,50,1
0.031251,183,17,1
0.031252,76,165,1
0.031253,94,185,1
0.031254,11,67,1
0.031255,248,188,1
0.031256,177,189,1
0.031257,32,237,1
0.031259,90,199,1
0.031260,158,134,1
0.031261,35,41,1
0.031262,231,73,1
0.031263,205,89,1
0.031264,197,63,1
0.031364,163,220,1
0.031365,61,124,1
0.031366,156,165,1
0.031367,58,124,1
0.031467,137,206,1
0.031468,172,243,1
0.031469,155,5,1
0.031470,248,161,1
0.031471,35,6,1
0.031472,54,58,1
0.031473,28,219,1
0.031574,184,0,1
0.031674,244,64,1
0.031675,96,67,1
0.031676,5,62,1
0.031677,115,196,1
0.031678,113,209,1
0.031679,242,176,1
0.031680,0,159,1
0.031680,126,162,1
0.031682,102,167,1
0.031683,64,14,1
0.031684,229,20,1
0.031686,248,134,1
0.031686,10,93,1
0.031687,9,159,1
0.031688,92,117,1
0.031690,94,63,1
0.031691,188,118,1
0.031791,123,190,1
0.031793,85,195,1
0.031794,47,143,1
0.031794,94,255,1
0.031796,98,199,1
0.031797,206,124,1
0.031797,209,127,1
0.031799,35,71,1
0.031800,122,105,1
0.031801,193,82,1
0.031901,88,242,1
0.031902,209,139,1
0.031904,167,251,1
0.031904,62,242,1
0.031905,67,110,1
0.031907,101,75,1
0.031908,51,19,1
0.031909,250,240,1
0.032010,217,165,1
0.032010,73,232,1
0.032011,245,64,1
0.032012,2,95,1
0.032014,234,102,1
0.032015,181,141,1
0.032016,165,201,1
0.032017,75,20,1
0.032019,56,112,1
0.032119,169,138,1
0.032120,235,182,1
0.032121,93,207,1
0.032122,78,117,1
0.032123,204,59,1
0.032124,243,32,1
0.032125,202,169,1
0.032125,55,212,1
0.032126,168,2,1
0.032127,32,35,1
0.032128,243,154,1
0.032129,227,73,1
0.032130,108,67,1
0.032231,7,35,1
0.032232,5,22,1
0.032332,60,79,1
0.032333,53,89,1
0.032334,71,126,1
0.032434,26,224,1
0.032435,52,132,1
0.032437,85,126,1
0.032437,156,2,1
0.032538,41,33,1
0.032539,75,254,1
0.032540,226,188,1
0.032541,42,236,1
0.032542,10,20,1
0.032543,223,6,1
0.032545,51,47,1
0.032546,16,155,1
0.032547,15,125,1
0.032548,125,49,1
0.032550,38,212,1
0.032551,109,62,1
0.032651,138,22,1
0.032652,207,63,1
0.032654,176,32,1
0.032655,133,186,1
0.032656,101,40,1
0.032657,6,161,1
0.032658,148,24,1
0.032660,179,3,1
0.032661,134,96,1
0.032662,117,163,1
0.032663,79,150,1
0.032665,64,204,1
0.032666,216,242,1
0.032667,16,163,1
0.032669,67,155,1
0.032670,79,213,1
0.032671,36,18,1
0.032672,168,98,1
0.032773,169,59,1
0.032773,49,61,1
0.032774,228,25,1
0.032775,2,174,1
0.032777,190,47,1
0.032778,51,6,1
0.032779,79,71,1
0.032780,16,209,1
0.032781,244,45,1
0.032783,119,97,1
0.032784,203,39,1
0.032785,32,240,1
0.032786,210,31,1
0.032787,254,176,1
0.032888,100,101,1
0.032889,65,44,1
0.032890,9,197,1
0.032990,155,244,1
0.032992,220,97,1
0.032993,140,89,1
0.032994,20,174,1
0.032995,116,150,1
0.032996,52,99,1
0.032997,222,174,1
0.032998,220,47,1
0.033000,28,7,1
0.033000,199,3,1
0.033001,132,119,0
0.033002,121,163,0
0.033003,125,12,0
0.033005,124,240,0
0.033006,91,230,0
0.033007,50,21,0
0.033008,209,101,0
0.033009,105,49,0
0.033010,197,234,0
0.033011,13,47,0
0.033111,29,106,0
0.033113,140,198,1
0.033114,234,222,1
0.033215,59,62,1
0.033216,70,229,1
0.033316,149,32,1
0.033317,25,145,1
0.033319,107,147,1
0.033320,174,194,1
0.033321,154,157,1
0.033323,247,180,1
0.033324,221,24,1
0.033324,37,157,0
0.033326,84,251,0
0.033327,96,22,0
0.033328,211,40,0
0.033329,197,108,0
0.033330,65,242,0
0.033332,92,75,0
0.033332,21,135,0
0.033333,34,226,0
0.033334,11,158,0
0.033335,118,170,0
0.033436,230,8,1
0.033437,191,227,1
0.033537,12,67,1
0.033538,61,221,1
0.033538,253,103,1
0.033539,144,149,1
0.033540,196,167,1
0.033542,19,24,1
0.033543,253,114,1
0.033544,173,217,1
0.033545,154,166,1
0.033546,16,94,1
0.033547,221,186,1
0.033548,102,213,1
0.033548,247,28,1
0.033549,40,64,1
0.033649,61,135,1
0.033750,68,66,1
0.033750,18,224,1
0.033752,205,60,1
0.033753,221,48,1
0.033754,167,209,1
0.033755,215,102,1
0.033756,90,16,0
0.033757,82,176,0
0.033759,34,31,0
0.033859,69,248,0
0.033860,238,199,0
0.033861,166,236,0
0.033862,118,155,0
0.033863,168,91,1
0.033865,68,234,1
0.033866,70,233,1
0.033866,15,207,1
0.033868,136,47,1
0.033968,194,166,1
0.033969,13,164,1
0.033970,14,162,1
0.033971,16,199,1
0.033972,53,195,1
0.033973,20,235,1
0.033975,20,102,1
0.033976,154,216,1
0.033977,60,109,1
0.034077,157,202,1
0.034078,48,35,1
0.034079,1,179,1
0.034080,147,133,1
0.034082,75,63,1
0.034083,127,192,1
0.034084,233,214,1
0.034085,87,193,1
0.034086,110,165,1
0.034087,32,7,1
0.034088,193,94,1
0.034089,66,89,1
0.034090,144,8,1
0.034092,206,84,1
0.034092,97,196,1
0.034094,130,108,1
0.034095,115,94,1
0.034096,11,215,1
0.034097,137,130,1
0.034197,132,69,1
0.034199,120,193,1
0.034199,38,168,1
0.034200,240,241,1
0.034201,205,79,1
0.034203,227,132,1
0.034203,166,40,1
0.034205,255,237,1
0.034206,110,76,1
0.034207,206,109,1
0.034307,51,109,1
0.034308,148,191,1
0.034310,197,48,1
0.034311,156,207,1
0.034312,95,33,1
0.034313,17,82,1
0.034313,242,192,1
0.034315,224,162,1
0.034316,177,193,1
0.034317,168,60,1
0.034317,110,10,1
0.034318,34,82,1
0.034319,21,234,1
0.034419,179,112,1
0.034421,121,75,1
0.034521,205,45,1
0.034621,193,58,1
0.034622,13,158,1
0.034623,240,240,1
0.034624,249,187,1
0.034725,251,101,1
0.034726,62,160,1
0.034727,190,29,1
0.034728,232,186,1
0.034828,212,219,1
0.034829,108,44,1
0.034830,43,26,1
0.034831,178,138,1
0.034931,178,147,0
0.035031,222,117,0
0.035032,21,77,0
0.035033,138,8,0
0.035034,69,181,0
0.035035,74,164,0
0.035037,19,196,0
0.035038,227,83,0
0.035039,129,65,0
0.035041,84,249,0
0.035042,100,209,0
0.035043,149,177,0
0.035044,248,168,1
0.035046,100,209,1
0.035046,31,138,1
0.035048,153,84,1
0.035049,158,68,1
0.035050,21,74,1
0.035052,219,116,1
0.035053,77,68,1
0.035055,238,107,1
0.035056,127,64,1
0.035057,89,32,1
0.035059,21,134,1
0.035059,175,132,1
0.035061,196,234,1
0.035062,77,216,1
0.035063,8,255,1
0.035064,66,198,1
0.035065,141,230,1
0.035066,91,18,1
0.035067,99,222,1
0.035068,240,133,1
0.035069,99,197,1
0.035070,9,138,1
0.035071,239,166,1
0.035171,107,56,1
0.035172,160,90,1
0.035173,78,170,1
0.035174,191,56,1
0.035176,252,165,1
0.035177,171,21,1
0.035178,140,159,1
0.035179,128,231,1
0.035279,251,98,1
0.035280,242,38,1
0.035281,66,44,1
0.035283,20,107,1
0.035284,251,62,1
0.035285,61,54,1
0.035286,85,14,1
0.035287,154,146,1
0.035288,20,194,1
0.035289,146,23,1
0.035291,182,201,1
0.035292,75,1,1
0.035293,88,228,1
0.035294,130,67,1
0.035296,69,133,1
0.035297,77,181,1
0.035298,243,28,1
0.035300,231,105,1
0.035300,15,205,1
0.035301,219,3,1
0.035303,101,203,1
0.035403,70,254,1
0.035404,91,207,1
0.035405,97,63,1
0.035406,154,42,1
0.035507,106,253,1
0.035508,112,218,1
0.035509,117,23,1
0.035510,193,85,1
0.035511,32,192,1
0.035511,129,132,1
0.035512,183,199,1
0.035513,44,72,1
0.035515,36,176,1
0.035516,213,216,1
0.035517,207,77,1
0.035518,20,78,1
0.035618,27,242,1
0.035619,214,38,1
0.035620,244,196,1
0.035621,177,149,1
0.035622,71,89,1
0.035623,151,55,1
0.035624,109,248,1
0.035625,210,8,1
0.035626,125,34,1
0.035627,152,211,1
0.035629,140,130,1
0.035630,30,223,1
0.035631,23,39,1
0.035633,231,196,1
0.035633,167,237,1
0.035634,174,203,1
0.035635,1,75,1
0.035637,224,126,1
0.035638,1,8,1
0.035639,6,120,1
0.035640,139,59,1
0.035641,33,94,1
0.035643,222,182,1
0.035644,51,195,1
0.035645,84,189,1
0.035646,250,219,1
0.035647,221,106,1
0.035648,200,94,1
0.035649,162,234,1
0.035749,178,230,1
0.035750,166,188,1
0.035751,209,43,1
0.035851,12,185,1
0.035852,111,135,1
0.035853,10,188,1
0.035854,199,128,1
0.035855,77,83,1
0.035955,23,163,1
0.035956,132,0,1
0.035957,25,249,1
0.035958,216,21,1
0.035960,207,122,1
0.035961,169,159,1
0.035962,128,234,1
0.035963,215,195,1
0.035964,18,176,1
0.035966,68,38,1
0.035967,84,115,1
0.035968,88,98,1
0.035969,96,187,1
0.035970,54,253,1
0.035971,164,209,1
0.035973,94,79,1
0.035974,7,105,1
0.035974,40,49,1
0.035976,157,183,1
0.035977,226,96,1
0.035978,24,139,1
0.035979,42,48,1
0.035980,223,127,1
0.035981,109,98,1
0.035982,132,90,1
0.035983,74,82,1
0.035984,123,41,1
0.035985,136,38,1
0.035986,189,2,1
0.035987,68,134,1
0.035988,99,5,1
0.036089,221,187,1
0.036090,80,44,1
0.036190,89,114,1
0.036191,98,120,1
0.036192,22,39,1
0.036194,215,88,1
0.036195,7,248,1
0.036196,10,60,1
0.036197,145,138,1
0.036198,110,138,1
0.036199,75,202,1
0.036200,17,228,1
0.036201,189,68,1
0.036202,47,118,1
0.036302,4,248,1
0.036303,40,244,0
0.036304,4,58,0
0.036405,116,219,0
0.036405,177,185,0
0.036505,30,216,0
0.036507,158,3,0
0.036508,155,32,0
0.036510,251,42,0
0.036511,223,192,0
0.036512,4,147,0
0.036514,113,104,0
0.036515,177,225,0
0.036516,30,17,0
0.036517,214,3,1
0.036518,92,143,1
0.036519,34,4,1
0.036520,29,99,1
0.036521,36,147,1
0.036522,112,191,1
0.036523,161,97,1
0.036525,25,69,1
0.036526,157,91,1
0.036527,57,186,1
0.036529,13,49,1
0.036529,185,220,1
0.036530,223,199,1
0.036531,12,147,1
0.036532,42,88,1
0.036533,137,91,1
0.036535,148,212,1
0.036536,147,57,1
0.036536,37,185,1
0.036537,61,51,1
0.036538,62,3,1
0.036539,93,70,1
0.036541,233,31,1
0.036542,90,171,1
0.036543,76,254,1
0.036643,169,51,1
0.036645,143,146,1
0.036646,246,200,1
0.036647,16,183,1
0.036648,179,103,1
0.036649,30,156,1
0.036650,129,9,1
0.036651,93,46,1
0.036652,93,39,1
0.036653,9,131,1
0.036753,79,129,1
0.036853,224,168,1
0.036854,51,34,1
0.036855,228,157,1
0.036856,88,212,1
0.036956,64,49,1
0.036957,248,90,1
0.036958,227,220,1
0.036959,20,248,1
0.036960,34,230,1
0.036961,244,2,1
0.036962,141,90,1
0.036963,18,66,1
0.036964,193,124,1
0.036965,192,2,1
0.036966,173,76,1
0.036967,156,3,1
0.037067,74,145,1
0.037069,38,215,1
0.037070,164,225,1
0.037071,246,237,1
0.037073,14,233,1
0.037073,52,78,1
0.037074,85,184,1
0.037175,78,120,1
0.037176,146,161,1
0.037177,121,92,1
0.037178,10,117,1
0.037179,100,1,1
0.037180,131,212,1
0.037181,120,56,1
0.037182,222,66,1
0.037183,108,119,1
0.037185,86,165,1
0.037186,158,199,1
0.037186,169,165,1
0.037188,186,244,1
0.037189,176,133,1
0.037189,212,79,1
0.037190,195,56,1
0.037291,144,91,1
0.037292,72,200,1
0.037293,136,171,1
0.037393,88,186,1
0.037394,105,25,1
0.037396,107,167,1
0.037396,227,100,1
0.037398,39,135,1
0.037399,7,161,1
0.037399,13,240,1
0.037400,3,82,1
0.037401,236,211,1
0.037403,192,166,1
0.037404,80,243,1
0.037405,27,88,1
0.037406,115,188,1
0.037407,35,99,1
0.037408,231,16,1
0.037409,102,168,1
0.037509,226,85,1
0.037510,223,215,1
0.037610,15,69,1
0.037612,154,91,1
0.037712,80,170,1
0.037713,243,249,1
0.037714,68,178,1
0.037715,15,249,1
0.037716,147,106,1
0.037716,127,236,1
0.037717,15,48,1
0.037718,57,162,1
0.037719,6,36,1
0.037720,171,110,1
0.037721,171,171,1
0.037722,151,58,1
0.037723,0,7,1
0.037725,167,55,1
0.037725,212,83,1
0.037726,115,247,1
0.037727,113,17,1
0.037729,247,73,1
0.037829,116,115,1
0.037829,242,216,1
0.037831,138,35,1
0.037931,172,32,1
0.037932,46,94,1
0.037933,13,181,1
0.037935,1,160,1
0.037935,139,42,1
0.037936,145,231,1
0.037937,146,51,1
0.037938,230,97,1
0.038038,58,75,1
0.038039,247,19,1
0.038040,105,163,1
0.038041,232,10,1
0.038042,186,137,1
0.038043,82,141,1
0.038044,233,39,1
0.038045,99,109,1
0.038047,212,224,1
0.038048,1,63,1
0.038049,98,150,1
0.038050,72,16,1
0.038051,73,166,1
0.038053,94,27,1
0.038054,75,153,1
0.038055,56,254,1
0.038155,158,220,1
0.038156,173,193,1
0.038158,213,164,1
0.038258,58,47,1
0.038259,177,94,1
0.038260,220,239,1
0.038261,140,158,1
0.038262,85,54,1
0.038263,104,128,1
0.038264,178,226,1
0.038265,211,41,1
0.038266,75,161,1
0.038268,195,66,1
0.038368,129,155,1
0.038370,247,37,1
0.038370,221,211,1
0.038371,230,235,1
0.038373,95,253,1
0.038374,244,190,1
0.038376,6,124,1
0.038377,134,145,1
0.038378,232,67,1
0.038379,6,42,1
0.038380,79,198,1
0.038381,72,243,1
0.038382,38,91,1
0.038383,76,36,1
0.038483,151,202,1
0.038484,139,210,1
0.038486,42,185,1
0.038487,140,50,1
0.038488,189,214,1
0.038489,140,118,1
0.038491,111,30,1
0.038492,69,56,1
0.038493,73,26,1
0.038495,7,111,1
0.038595,119,22,1
0.038596,59,198,1
0.038598,200,127,1
0.038599,153,94,1
0.038600,104,91,1
0.038602,3,144,1
0.038603,148,166,1
0.038604,111,215,1
0.038605,137,92,1
0.038607,252,111,1
0.038608,254,228,1
0.038609,146,117,0
0.038610,95,117,0
0.038612,150,193,0
0.038613,102,72,0
0.038614,214,176,0
0.038615,32,189,1
0.038617,169,216,1
0.038618,26,0,1
0.038619,10,148,1
0.038621,131,57,1
0.038622,46,200,1
0.038623,44,132,1
0.038624,99,88,1
0.038625,5,250,1
0.038726,183,77,1
0.038726,137,149,1
0.038727,129,127,1
0.038828,136,24,1
0.038829,181,189,1
0.038830,58,254,1
0.038831,207,122,1
0.038832,43,102,1
0.038833,228,212,1
0.038834,110,200,1
0.038836,108,228,1
0.038837,159,139,1
0.038838,33,24,1
0.038839,100,61,1
0.038840,95,80,1
0.038841,3,169,1
0.038842,178,140,1
0.038843,208,12,1
0.038845,33,247,1
0.038846,163,73,1
0.038847,182,106,1
0.038848,119,0,1
0.038848,227,49,1
0.038850,107,53,1
0.038851,25,29,1
0.038853,235,108,1
0.038853,52,79,1
0.038855,122,191,1
0.038856,89,142,1
0.038856,153,114,1
0.038857,25,115,1
0.038859,38,243,1
0.038860,120,64,1
0.038861,197,235,1
0.038862,65,32,1
0.038862,27,197,1
0.038864,233,213,0
0.038864,250,187,0
0.038865,188,120,0
0.038965,138,241,0
0.038966,85,255,0
0.038968,47,200,0
0.038969,131,48,0
0.038971,81,220,0
0.038972,209,215,0
0.038973,87,202,0
0.038975,194,231,0
0.038976,207,187,0
0.038977,226,1,0
0.039077,57,82,1
0.039078,15,211,1
0.039079,75,74,1
0.039080,152,238,1
0.039181,51,58,1
0.039181,246,218,1
0.039182,192,9,1
0.039183,248,138,1
0.039185,17,184,1
0.039285,121,156,1
0.039286,167,37,1
0.039287,140,85,1
0.039289,195,78,0
0.039289,108,123,0
0.039291,118,254,0
0.039292,187,95,0
0.039293,221,225,0
0.039294,232,19,0
0.039295,192,157,0
0.039296,167,217,0
0.039297,109,179,0
0.039297,95,98,0
0.039299,248,234,0
0.039300,84,227,0
0.039301,52,65,0
0.039301,237,163,0
0.039303,149,66,0
0.039304,12,94,0
0.039404,154,164,0
0.039504,247,127,0
0.039506,120,58,0
0.039507,52,123,1
0.039508,17,64,1
0.039509,68,247,1
0.039511,247,61,1
0.039512,191,70,1
0.039513,55,170,1
0.039514,28,94,1
0.039516,186,9,1
0.039517,38,2,1
0.039517,70,228,1
0.039518,185,210,1
0.039520,67,115,1
0.039521,111,233,1
0.039621,42,135,1
0.039622,221,198,1
0.039623,27,171,1
0.039624,111,17,1
0.039625,152,101,1
0.039626,112,197,1
0.039628,28,43,1
0.039629,253,234,1
0.039630,137,207,1
0.039632,206,7,1
0.039632,194,105,1
0.039633,107,253,1
0.039634,38,99,1
0.039635,142,11,1
0.039636,77,4,1
0.039638,37,58,1
0.039738,112,84,1
0.039739,101,16,1
0.039740,179,234,1
0.039741,177,21,1
0.039742,122,101,1
0.039744,132,135,1
0.039844,204,16,1
0.039944,40,73,1
0.040044,240,63,0
0.040045,62,165,0
0.040046,114,177,0
0.040147,105,138,0
0.040247,126,73,0
0.040248,109,162,0
0.040250,79,18,0
0.040250,9,225,0
0.040251,72,181,0
0.040253,57,176,1
0.040254,144,135,1
0.040255,115,1,1
0.040256,48,33,1
0.040257,107,11,1
0.040259,5,33,1
0.040260,18,92,1
0.040261,165,70,1
0.040262,101,3,1
0.040263,51,17,1
0.040265,39,147,1
0.040266,138,139,1
0.040366,213,101,1
0.040367,63,69,1
0.040468,202,55,1
0.040468,103,179,0
0.040569,105,151,0
0.040569,117,137,0
0.040571,127,254,0
0.040571,134,34,0
0.040671,200,173,0
0.040672,97,186,0
0.040674,238,128,0
0.040774,27,173,0
0.040775,107,51,0
0.040777,252,167,0
0.040778,75,179,0
0.040779,176,112,0
0.040780,44,243,0
0.040781,245,34,0
0.040782,203,39,1
0.040783,218,177,1
0.040784,147,251,1
0.040785,199,20,1
0.040786,65,2,1
0.040788,190,144,1
0.040788,4,11,1
0.040790,197,161,1
0.040791,53,175,1
0.040792,127,113,1
0.040793,247,3,1
0.040794,199,86,1
0.040795,195,67,1
0.040796,19,19,1
0.040798,192,5,1
0.040799,143,106,1
0.040800,41,243,1
0.040800,106,33,1
0.040802,99,169,1
0.040803,201,169,1
0.040903,63,19,1
0.040904,11,12,1
0.041004,151,41,1
0.041005,208,66,1
0.041007,14,91,1
0.041008,238,1,1
0.041009,218,214,1
0.041109,135,5,1
0.041111,84,253,1
0.041111,254,254,1
0.041112,162,160,1
0.041114,108,91,1
0.041114,63,159,1
0.041116,129,150,1
0.041216,162,148,1
0.041217,122,25,1
0.041218,84,112,1
0.041219,224,241,1
0.041220,187,69,1
0.041221,186,41,1
0.041222,12,19,1
0.041223,62,25,1
0.041225,127,96,1
0.041226,103,71,1
0.041227,174,40,1
0.041228,50,202,1
0.041229,76,251,1
0.041230,94,13,1
0.041230,129,65,1
0.041232,161,140,1
0.041233,166,13,1
0.041234,137,2,1
0.041235,106,147,1
0.041236,84,215,0
0.041237,5,253,0
0.041239,146,58,0
0.041240,106,21,0
0.041340,11,1,0
0.041341,91,242,0
0.041343,143,211,0
0.041344,54,145,0
0.041345,57,87,0
0.041346,228,204,1
0.041346,254,22,1
0.041447,232,136,1
0.041448,18,30,1
0.041449,24,51,1
0.041451,30,69,1
0.041551,26,67,1
0.041552,202,99,1
0.041553,29,164,1
0.041653,173,127,1
0.041654,59,177,1
0.041656,115,243,1
0.041657,74,16,1
0.041659,151,41,1
0.041660,193,222,1
0.041661,41,171,1
0.041662,229,234,1
0.041663,142,141,1
0.041664,77,1,1
0.041665,229,108,1
0.041666,29,242,1
0.041667,19,215,1
0.041668,189,59,1
0.041670,22,131,1
0.041671,153,182,1
0.041672,146,141,1
0.041673,67,248,1
0.041673,230,4,1
0.041774,18,209,1
0.041775,174,147,0
0.041776,184,46,0
0.041777,228,65,0
0.041778,208,2,0
0.041779,50,251,0
0.041780,140,111,0
0.041781,34,12,0
0.041782,161,41,0
0.041783,77,119,0
0.041784,179,89,0
0.041786,235,207,0
0.041787,37,201,1
0.041788,188,213,1
0.041789,12,110,1
0.041790,131,192,1
0.041791,50,205,1
0.041793,93,213,1
0.041793,131,181,1
0.041795,252,194,1
0.041795,188,209,1
0.041797,230,133,1
0.041798,24,60,1
0.041799,170,32,1
0.041800,90,187,1
0.041801,26,50,1
0.041803,180,99,1
0.041803,192,215,1
0.041804,136,140,1
0.041904,35,39,1
0.041906,103,212,1
0.041907,7,199,1
0.041908,64,45,1
